Retron (sub)b	msr/msd familiyc	Cluster/domaind	Accesione
 II-A3	 IIA3 (Firmicutes)	42_1	fig|1509.24.peg.2487
 II-A3	 IIA3 (Firmicutes)	42_1	SCI88558.1
 II-A3	 IIA3 (Firmicutes)	42_1	fig|1490.6.peg.2635
 II-A3		42_1	fig|1947399.3.peg.1322
 II-A3	 IIA3 (Firmicutes)	42_1	fig|1953138.3.peg.796
 II-A3	 IIA3 (Firmicutes)	42_1	fig|1950875.3.peg.364
 II-A3		42_1	fig|1396.1518.peg.4860
 II-A3	 IIA3 (Proteobacteria)	42_1	fig|1305675.3.peg.2174
 II-A3		42_1	fig|1423.436.peg.4365
 II-A3		42_1	fig|361277.6.peg.1539
 II-A3		42_1	fig|1392.356.peg.4724
 II-A3		np	fig|1053189.3.peg.4219
 II-A3	 IIA3 (Proteobacteria)	42_1	WP_079442297.1
 II-A3	 IIA3 (Proteobacteria)	42_1	fig|1953262.3.peg.783
 II-A3		42_1	fig|1797955.3.peg.2304
 II-A3		np	fig|1953111.3.peg.2436
 II-A3	 IIA3 (Proteobacteria)	42_1	WP_099010551.1
 II-A3	 IIA3 (Proteobacteria)	42_1	fig|1005565.3.peg.1153
 II-A3	 IIA3 (Proteobacteria)	42_1	fig|158822.8.peg.1905
 II-A3		42_1	fig|1444060.3.peg.4830
 II-A3	 IIA3 (Proteobacteria)	ni	fig|29484.22.peg.4571
 II-A3	 IIA3 (Proteobacteria)	42_1	fig|529823.3.peg.332
 II-A3	 IIA3 (Proteobacteria)	42_1	fig|48296.218.peg.3142
 II-A3	 IIA3 (Proteobacteria)	42_1	fig|550.518.peg.3445
 II-A3		42_1	fig|204773.6.peg.4
 II-A3	 IIA3 (Proteobacteria)	42_1	fig|670.190.peg.4348
 II-A3		na	fig|44577.7.peg.209
 II-A3		42_1	fig|1125747.3.peg.1
 II-A3	 IIA3 (Proteobacteria)	42_1	fig|1338034.3.peg.2437
 II-A3	 IIA3 (Proteobacteria)	42_1	fig|1952844.3.peg.2619
 II-A3	 IIA3 (Proteobacteria)	42_1	fig|1288788.3.peg.2384
 II-A3	 IIA3 (Proteobacteria)	42_1	fig|644.31.peg.975
 II-A3		np	fig|498292.3.peg.28
 II-A3		ni	fig|1948088.3.peg.4515
 II-A3		np	fig|1408433.3.peg.3094
 II-A3		np	WP_074236572.1
 II-A3		42_1	fig|1127353.3.peg.1738
 II-A3		42_1	fig|1881110.4.peg.120
 II-A3		np	fig|34038.6.peg.27
 II-A3		42_1	fig|630.95.peg.4256
 II-A3		42_1	fig|149387.11.peg.1139
 II-A3		42_1	fig|1343738.3.peg.2232
 III-A5		113_3	fig|1423.175.peg.4339
 III-A5		113_3	fig|2021695.3.peg.3399
 III-A5		113_3	fig|189426.10.peg.597
 III-A5		113_3	fig|2020949.3.peg.856
 III-A5		113_3	fig|1243664.3.peg.1004
 III-A5		113_3	fig|1855345.3.peg.2971
 III-A5		113_3	fig|1946358.3.peg.2514
 III-A5		113_3	fig|1520.90.peg.2502
 III-A5		113_3	fig|79672.3.peg.288
 III-A5		113_3	fig|189426.19.peg.3973
 III-A5		113_3	fig|1497.3.peg.4049
 III-A5		113_3	fig|169760.4.peg.4269
 III-A5		np	WP_073588670.1
 III-A5		ni	fig|1950815.3.peg.1585
 III-A5		np	fig|1897004.3.peg.2166
 III-A5		np	fig|1946293.3.peg.290
 III-A5		113_3	fig|1796620.3.peg.3489
 III-A5		113_3	fig|76857.53.peg.2245
 III-A5		113_3	fig|2013784.3.peg.1260
 III-A5		113_3	fig|79884.3.peg.1106
 III-A5		113_3	fig|135461.47.peg.1552
 III-A5		113_3	WP_016122013.1
 III-A5		113_3	fig|1499688.3.peg.3214
 III-A5		np	fig|1318.8.peg.1495
 III-A5		np	fig|1381091.3.peg.1173
 III-A5		np	fig|1409369.3.peg.815
 III-A5		np	fig|1497681.5.peg.3014
 III-A5		np	fig|1095727.3.peg.409
 III-A5		np	fig|1318.12.peg.313
 III-A5		np	fig|1681184.3.peg.4899
 III-A5		np	fig|561879.29.peg.3569
 III-A5		np	fig|1884359.3.peg.2978
 XIII	 XIII (Firmicutes)	114_1	fig|29367.3.peg.1112
 XIII	 XIII (Firmicutes)	114_1	fig|225345.3.peg.1103
 XIII	 XIII (Firmicutes)	114_1	fig|1345695.10.peg.2438
 XIII	 XIII (Firmicutes)	114_1	fig|119641.3.peg.784
 XIII	 XIII (Firmicutes)	ni	fig|1761781.3.peg.88
 XIII	 XIII (Firmicutes)	114_1	fig|1946346.3.peg.2999
 XIII	 XIII (Firmicutes)	114_1	fig|1492.48.peg.3952
 XIII	 XIII (Firmicutes)	114_1	fig|1121302.3.peg.4511
 XIII		na	fig|398512.4.peg.5301
 XIII	 XIII (Firmicutes)	114_1	fig|1946357.3.peg.500
 XIII		114_1	fig|642492.3.peg.3338
 XIII		114_1	fig|1946690.3.peg.1553
 XIII		na	fig|397290.3.peg.150
 XIII		114_1	fig|97138.3.peg.1713
 XIII		114_1	fig|1965545.3.peg.499
 XIII		na	fig|1047063.3.peg.240
 XIII	 XIII (Mx65)	114_1	fig|1192034.3.peg.1508
 XIII	 XIII (Mx65)	114_1	AAA88323.1
 XIII		na	fig|33.8.peg.8196
 XIII	 XIII (Mx65)	114_1	fig|215803.3.peg.1485
 XIII	 XIII (Mx65)	114_1	fig|1406225.3.peg.2150
 XIII	 XIII (Mx65)	114_1	fig|1952931.3.peg.5137
 XIII	 XIII (Mx65)	ni	fig|1972460.3.peg.279
 XIII	 XIII (Mx65)	np	fig|1950201.3.peg.3297
 XIII		na	WP_015247705.1
 XIII		na	fig|1799658.3.peg.2777
 XIII		na	fig|214688.26.peg.6659
 XIII		114_1	fig|2023130.3.peg.4250
 XIII		na	fig|52.7.peg.9046
 XIII		114_1	fig|448385.16.peg.2914
 XIII		na	fig|888845.4.peg.14202
 XIII		na	fig|1752210.3.peg.1275
 XIII		na	fig|1391654.3.peg.3562
 XIII		na	fig|1752218.3.peg.3670
 XIII	 XIII (Firmicutes)	np	WP_006981058.1
 XIII		114_1	fig|1952939.3.peg.2584
 XIII		ni	fig|2024858.3.peg.3711
 XIII		np	WP_009096166.1
 XIII	 XIII (Firmicutes)	114_1	fig|595453.3.peg.1506
 XIII		114_1	fig|1263868.3.peg.4100
 XIII	 XIII (Firmicutes)	114_1	fig|167547.3.peg.303
 XIII	 XIII (Firmicutes)	114_1	fig|1499501.3.peg.459
 XIII		114_1	fig|1905359.3.peg.4335
 XIII		114_1	WP_002700020.1
 XIII		114_1	fig|1913989.145.peg.263
 XIII	 XIII (Firmicutes)	114_1	WP_073154989.1
 XIII		na	fig|46223.3.peg.3648
 XIII		na	fig|1329796.3.peg.1947
 XIII	 XIII (Firmicutes)	114_1	fig|1123252.3.peg.3225
 XIII		114_1	fig|714067.3.peg.3719
 XIII		na	fig|1341151.3.peg.628
 XIII		114_1	fig|2026763.3.peg.3089
 XIII		114_1	fig|1797895.3.peg.2518
 XIII	 XIII (Ne144)	114_1	fig|373672.4.peg.4082
 XIII	 XIII (Ne144)	114_1	fig|1416778.5.peg.4374
 XIII	 XIII (Ne144)	114_1	fig|1603293.4.peg.829
 XIII	 XIII (Ne144)	114_1	CCB70859.1
 XIII	 XIII (Ne144)	114_1	fig|1986952.3.peg.951
 XIII	 XIII (Ne144)	114_1	fig|1476464.3.peg.4304
 XIII	 XIII (Ne144)	114_1	fig|1761785.3.peg.3112
 XIII		na	fig|1664068.3.peg.3690
 XIII	 XIII (Ne144)	114_1	fig|880071.3.peg.3500
 XIII		na	fig|1121902.3.peg.2906
 XIII	 XIII (Ne144)	114_1	fig|1509483.4.peg.1923
 XIII	 XIII (Ne144)	114_1	fig|1166018.3.peg.5312
 XIII	 XIII (Ne144)	114_1	fig|634771.3.peg.967
 XIII		na	fig|29529.3.peg.396
 XIII		114_1	fig|1891659.3.peg.6032
 XIII	 XIII (Ne144)	114_1	fig|2033437.3.peg.3442
 XIII	 XIII (Ne144)	114_1	fig|1004.4.peg.1677
 XIII	 XIII (Ne144)	114_1	fig|1881041.3.peg.3698
 XIII	 XIII (Ne144)	114_1	fig|1123078.3.peg.2010
 XIII		na	fig|354355.3.peg.1846
 XIII	 XIII (Ne144)	114_1	fig|1951546.3.peg.1574
 XIII		na	fig|1812911.3.peg.633
 XIII	 XIII (Ne144)	114_1	fig|477680.4.peg.4668
 XIII		na	fig|221126.7.peg.3781
 XIII	 XIII (Ne144)	114_1	fig|342954.4.peg.734
 XIII	 XIII (Ne144)	114_1	fig|1871037.5.peg.2180
 XIII	 XIII (Ne144)	114_1	fig|669041.3.peg.843
 XIII	 XIII (Ne144)	114_1	WP_074538568.1
 XIII	 XIII (Ne144)	114_1	fig|1248440.3.peg.1511
 XIII		114_1	fig|1121007.3.peg.1574
 XIII	 XIII (Ne144)	114_1	fig|688867.3.peg.2332
 XIII	 XIII (Ne144)	114_1	fig|926565.3.peg.717
 XIII		na	fig|1257021.3.peg.5265
 XIII		114_1	fig|2044937.5.peg.2350
 XIII	 XIII (Ne144)	np	fig|1499966.3.peg.180
 XIII	 XIII (Ne144)	114_1	fig|1948269.3.peg.1254
 XIII	 XIII (Ne144)	114_1	fig|694433.3.peg.3103
 XIII	 XIII (Ne144)	114_1	fig|2008677.3.peg.3337
 XIII	 XIII (Ne144)	114_1	fig|946333.3.peg.3570
 XIII	 XIII (Ne144)	114_1	fig|1736433.3.peg.5559
 XIII	 XIII (Ne144)	114_1	fig|1500265.3.peg.5760
 XIII	 XIII (Ne144)	114_1	fig|1121349.4.peg.2836
 XIII	 XIII (Ne144)	114_1	fig|1082851.3.peg.91
 XIII		114_1	fig|1121480.5.peg.5468
 XIII	 XIII (Mx162)	114_1	fig|2045208.3.peg.1247
 XIII	 XIII (Ne144)	114_1	fig|1736455.3.peg.3692
 XIII		ni	fig|34073.25.peg.8569
 XIII	 XIII (Ne144)	114_1	fig|1884311.3.peg.7121
 XIII	 XIII (Ne144)	114_1	fig|1123487.3.peg.1763
 XIII	 XIII (Ne144)	np	fig|2029111.3.peg.3032
 XIII	 XIII (Ne144)	114_1	fig|1977087.20.peg.1226
 XIII	 XIII (Ne144)	114_1	fig|754436.4.peg.4454
 XIII	 XIII (Ne144)	114_1	fig|265726.7.peg.1038
 XIII	 XIII (Ne144)	114_1	fig|1121867.3.peg.59
 XIII	 XIII (Ne144)	114_1	fig|1238431.3.peg.2655
 XIII	 XIII (Ne144)	114_1	fig|1384589.3.peg.2721
 XIII	 XIII (Ne144)	114_1	fig|1261127.3.peg.2947
 XIII	 XIII (Ne144)	114_1	fig|349521.8.peg.3588
 XIII	 XIII (Ne144)	114_1	fig|525918.3.peg.1501
 XIII	 XIII (Ne144)	114_1	fig|1737490.4.peg.4974
 XIII		np	fig|251229.3.peg.427
 XIII		np	fig|1245923.3.peg.9587
 XIII		na	fig|1503470.5.peg.10896
 XIII		np	fig|2005460.3.peg.1118
 XIII		np	fig|179408.3.peg.4679
 XIII		np	fig|1612423.3.peg.5384
 XIII		np	fig|63737.11.peg.472
 XIII		np	fig|224013.5.peg.7163
 XIII		np	fig|1932621.3.peg.7363
 XIII		np	fig|373994.3.peg.3383
 XIII	 XIII (Ne144)	114_1	fig|2005463.3.peg.257
 XIII	 XIII (Ne144)	114_1	fig|2005459.3.peg.7019
 XIII		np	fig|184925.3.peg.2602
 XIII	 XIII (Ne144)	114_1	fig|454136.5.peg.3127
 XIII		np	fig|203124.6.peg.2732
 XIII	 XIII (Ne144)	114_1	fig|2040638.3.peg.3067
 XIII		na	fig|1880991.4.peg.2927
 XIII	 XIII (Ne144)	na	fig|1173028.3.peg.7115
 XIII		np	fig|568701.4.peg.2073
 XIII		114_1	fig|927677.3.peg.4187
 XIII		np	fig|179408.3.peg.6267
 XIII		np	fig|1710894.3.peg.2079
 XIII		np	fig|1947888.3.peg.4484
 XIII		na	fig|1705388.3.peg.1178
 XIII		np	fig|454136.5.peg.4162
 XIII	 XIII (Ne144)	np	fig|2005458.3.peg.378
 XIII		np	fig|1947874.3.peg.4590
 XIII		np	fig|1781255.3.peg.802
 XIII		np	fig|1128427.4.peg.2346
 XIII	 XIII (Ne144)	114_1	fig|1946321.3.peg.3928
 XIII	 XIII (Ne144)	114_1	fig|118173.3.peg.1030
 XIII	 XIII (Ne144)	114_1	fig|1922337.4.peg.4802
 XIII		114_1	fig|927668.3.peg.2766
 XIII	 XIII (Ne144)	np	fig|1173020.3.peg.6191
 XIII	 XIII (Ne144)	114_1	fig|329726.14.peg.4440
 XIII	 XIII (Ne144)	114_1	fig|215803.3.peg.1649
 XIII	 XIII (Ne144)	114_1	fig|1920190.3.peg.9548
 XIII	 XIII (Ne144)	114_1	fig|1961464.3.peg.5181
 XIII	 XIII (Ne144)	114_1	fig|765913.3.peg.336
 XIII	 XIII (Ne144)	114_1	fig|1396141.3.peg.2891
 XIII		114_1	fig|1961463.3.peg.5253
 XIII	 XIII (Ne144)	114_1	AAL40743.1
 XIII	 XIII (Ne144)	114_1	fig|54.3.peg.4123
 XIII		na	fig|53367.3.peg.3417
 XIII	 XIII (Ne144)	114_1	fig|460265.11.peg.3882
 XIII	 XIII (Ne144)	114_1	fig|298794.3.peg.462
 XIII	 XIII (Mx162)	114_1	fig|190148.4.peg.3492
 XIII	 XIII (Ne144)	114_1	fig|1075417.3.peg.445
 XIII	 XIII (Ne144)	ni	fig|1429438.4.peg.7505
 XIII		114_1	fig|1977087.12.peg.1756
 XIII		114_1	fig|92487.3.peg.3972
 XIII		114_1	fig|1977087.20.peg.1473
 XIII		114_1	fig|1123400.3.peg.3276
 XIII		na	fig|34062.8.peg.73
 XIII		114_1	fig|1699623.3.peg.1502
 XIII		114_1	fig|1123509.3.peg.848
 XIII		114_1	fig|2026735.3.peg.2222
 XIII		114_1	fig|1977087.12.peg.2982
 XIII		114_1	fig|2026763.4.peg.1195
 XIII		114_1	fig|1977087.12.peg.510
 XIII		ni	fig|1123508.3.peg.7252
 XIII		na	fig|214688.26.peg.3091
 XIII		114_1	fig|1908690.5.peg.1204
 XIII		114_1	fig|1805126.3.peg.4431
 XIII		114_1	fig|1882752.4.peg.1962
 XIII		na	fig|1636152.3.peg.5364
 XIII		114_1	APR75442.1
 XIII		114_1	fig|54.3.peg.8798
 XIII		na	fig|980254.4.peg.4083
 XIII		114_1	fig|1856297.3.peg.3627
 XIII		114_1	fig|1219077.3.peg.1945
 XIII	 XIII (Mx162)	114_1	fig|1334629.3.peg.167
 XIII	 XIII (Mx162)	114_1	AAA25405.1
 XIII		na	fig|378806.16.peg.4444
 XIII	 XIII (Mx162)	114_1	WP_002615305.1
 XIII		na	fig|48.3.peg.757
 XIII	 XIII (Mx162)	np	fig|448385.16.peg.2083
 XIII		na	fig|52.7.peg.5100
 XIII		na	fig|1752210.3.peg.5621
 XIII	 XIII (Mx162)	114_1	fig|2024858.3.peg.6345
 XIII	 XIII (Mx162)	114_1	WP_012826728.1
 XIII	 XIII (Mx162)	114_1	fig|927083.3.peg.3408
 XIII	 XIII (Mx162)	114_1	WP_006977315.1
 XIII		na	fig|1400863.5.peg.627
 XIII		114_1	fig|1961463.3.peg.4303
	B	NC	fig|1898731.3.peg.3099
	B	NC	fig|1279028.3.peg.3374
	A	NC	fig|1898733.3.peg.2056
		na	fig|1795630.3.peg.3476
	B	NC	fig|2033654.3.peg.3461
		na	fig|1736329.5.peg.1436
		NC	fig|1736292.3.peg.1083
	A	NC	fig|1736327.3.peg.206
	A	NC	fig|1736311.3.peg.3668
	B	NC	fig|1736308.3.peg.2333
	B	NC	fig|656366.8.peg.2905
		na	fig|494023.3.peg.138
	B	NC	ASN40093.1
	B	NC	fig|1494608.3.peg.465
	B	NC	fig|656366.4.peg.2620
	B	NC	fig|656366.3.peg.1944
	B	NC	fig|1132441.3.peg.1888
	B	NC	fig|1704044.3.peg.520
	B	NC	fig|1496689.3.peg.681
	A	NC	fig|1681197.3.peg.149
	B	NC	fig|37921.12.peg.1481
	A	NC	fig|1736303.3.peg.982
		NC	fig|1312978.3.peg.1472
	B	NC	fig|1348338.3.peg.1472
	B	NC	fig|1452536.3.peg.1955
	A	NC	fig|1736525.3.peg.446
	B	NC	fig|1529318.3.peg.434
		NC	fig|1267973.3.peg.3479
	B	NC	fig|150121.3.peg.1900
	B	NC	fig|123316.3.peg.955
		na	fig|1052260.3.peg.3617
		na	fig|1566299.3.peg.3962
		na	fig|1736356.3.peg.3150
		na	fig|1736354.3.peg.1787
	A	NC	fig|479431.6.peg.3115
	B	NC	fig|1090615.3.peg.2397
	B	NC	fig|1306174.4.peg.4778
	A	NC	fig|546871.3.peg.1120
	B	NC	fig|630515.4.peg.525
	A	NC	fig|546874.3.peg.1181
	A	NC	BAK35674.1
	A	NC	fig|1380390.4.peg.72
	A	NC	fig|1283299.3.peg.2784
	A	NC	fig|929712.3.peg.3165
	A	NC	fig|1123262.3.peg.3125
	B	NC	fig|1861.4.peg.5240
	A	NC	fig|1137993.4.peg.1318
	A	NC	fig|1070870.3.peg.778
	A	NC	fig|1190417.3.peg.1785
	B	NC	fig|477641.3.peg.1023
	B	NC	fig|1798228.3.peg.3756
	B	NC	WP_091929708.1
	A	NC	SHH20361.1
	A	NC	fig|1844.3.peg.1151
	B	NC	fig|748909.6.peg.1418
		na	fig|402596.3.peg.987
	A	NC	fig|1736322.3.peg.1963
	A	NC	fig|1445613.3.peg.3490
	A	NC	fig|543632.4.peg.9742
	A	NC	fig|1036182.3.peg.2958
	B	NC	fig|1246995.3.peg.737
		NC	fig|56427.3.peg.3052
	B	NC	fig|1710355.3.peg.2225
	A	NC	fig|649831.3.peg.2352
	A	NC	fig|35754.4.peg.6321
	B	NC	fig|1881.4.peg.2703
	B	NC	fig|47863.3.peg.3975
	A	NC	fig|285665.4.peg.2050
	A	NC	fig|1192034.3.peg.4668
	A	NC	fig|1198133.3.peg.2442
		na	fig|33.8.peg.521
		na	fig|394193.3.peg.7794
	B	NC	fig|369932.4.peg.5621
	B	NC	fig|1238180.3.peg.5340
	B	NC	fig|589385.3.peg.7940
	B	NC	fig|1068980.3.peg.1527
	B	NC	fig|1854586.3.peg.2100
	B	NC	fig|587909.3.peg.3086
	B	NC	fig|2030.3.peg.3051
	B	NC	fig|1382595.4.peg.3164
	A	NC	WP_013675061.1
	A	NC	fig|1660131.3.peg.2805
		na	fig|366584.3.peg.4349
	A	NC	fig|1885031.4.peg.5241
		na	fig|1690815.5.peg.5350
	A	NC	fig|1123023.3.peg.3229
	A	NC	fig|1449976.3.peg.8114
		na	WP_007238159.1
	B	NC	fig|1220583.3.peg.1582
	B	NC	GAB07179.1
	B	NC	fig|1223545.3.peg.704
	B	NC	fig|1223540.3.peg.3237
	B	NC	fig|1112204.3.peg.4913
	B	NC	AFR49048.1
	B	NC	fig|402289.3.peg.1558
	B	NC	fig|1077144.3.peg.224
	B	NC	fig|1344003.3.peg.1864
	B	NC	fig|1463823.3.peg.3407
	B	NC	fig|1903117.3.peg.1566
	B	NC	fig|1603258.4.peg.1828
	B	NC	fig|644548.3.peg.652
	B	NC	fig|1136941.3.peg.1310
	B	NC	fig|1223542.3.peg.3439
	B	NC	fig|47312.10.peg.4232
	B	NC	fig|57704.14.peg.421
	B	NC	fig|521096.6.peg.2443
	B	NC	fig|1123241.3.peg.3642
	B	NC	fig|1210073.4.peg.1031
	B	NC	fig|1206740.4.peg.4617
		na	fig|1210064.4.peg.2434
	B	NC	fig|1123258.3.peg.1651
	B	NC	fig|1443888.3.peg.2891
	B	NC	fig|1517936.4.peg.882
	B	NC	fig|398843.6.peg.4214
		NC	fig|1813677.3.peg.4031
		na	WP_008711873.1
	B	NC	fig|1381122.3.peg.6103
	B	NC	fig|1736210.3.peg.2766
	B	NC	fig|1736300.3.peg.1279
	B	NC	fig|1219012.3.peg.1705
		NC	fig|1219023.3.peg.2791
		na	fig|616997.3.peg.2548
	B	NC	fig|1303689.4.peg.2934
